condition	locus_id	pool_error_count	gdna_truth	mrna_truth	nrna_truth	locus_span_bp	n_transcripts	n_nrna_entities	n_genes	mrna	nrna	gdna	gdna_rate	gdna_prior	gdna_eff_len_per_bp	pool_error_fraction
gdna_low_ss_0.50_nrna_high	4	11804	195	80956	21370	18721	15	5	1	84268.0	18253.0	13626.0	0.1173168484764996	0.03950171863584589	1.0161827795351543	0.11513738648667102
gdna_low_ss_0.99_nrna_high	15	11361	511	178495	49245	56271	19	8	2	181074.0	47177.0	3147.0	0.013599944684050857	0.010249452352853551	0.97317207914371	0.049774152139530604
gdna_zero_ss_0.99_nrna_high	47	10974	0	69717	23808	30370	4	1	1	68167.0	25358.0	1087.0	0.011489028875829704	0.006359198376283752	0.8191848368916722	0.11733761026463513
gdna_zero_ss_0.99_nrna_high	41	10881	0	94361	19860	19206	15	5	1	89894.0	24327.0	471.0	0.004106650856206187	0.0015909165514092951	0.5325896820423532	0.09526269249962792
gdna_high_ss_0.99_nrna_high	52	10766	1679	68618	21187	30370	4	1	1	69661.0	21823.0	9328.0	0.0925286672221561	0.06490494220644312	1.0046126283496297	0.11768178042062
gdna_med_ss_0.99_nrna_high	52	10357	946	69331	22428	30370	4	1	1	69869.0	22836.0	4981.0	0.05098990643490367	0.035892150175500154	0.995327078495021	0.11171997195404779
gdna_low_ss_0.99_nrna_high	52	9991	320	69630	23374	30370	4	1	1	69991.0	23333.0	2060.0	0.021596913528474378	0.013661287572211802	0.9429044504500079	0.10705713428485705
gdna_zero_ss_0.50_nrna_high	23	9917	0	98903	9917	28337	15	5	1	108820.0	0.0	55429.0	0.3374693301024664	0.03863060238811933	1.0088273500967195	0.09113214482631869
gdna_med_ss_0.99_nrna_high	15	9882	1476	178202	47557	56271	19	8	2	183607.0	43628.0	8327.0	0.035349504589025395	0.02762966523011241	1.000103409427538	0.04348801901115585
gdna_high_ss_0.50_nrna_high	15	9671	2857	175237	34481	56271	19	8	2	182608.0	29967.0	28625.0	0.11867744610281923	0.09549992280315182	0.992487931768779	0.045494531341879335
gdna_high_ss_0.50_nrna_high	52	8743	1671	66108	13250	30370	4	1	1	69391.0	11638.0	19783.0	0.19623655913978494	0.12251768694852118	1.011203055132036	0.10789964086931839
gdna_high_ss_0.99_nrna_high	34	8469	1732	36063	26485	33391	10	4	2	36804.0	27476.0	10238.0	0.13738962398346707	0.10509501423304421	1.0096318597499172	0.1317517112632234
gdna_med_ss_0.50_nrna_high	15	8429	1639	175850	36537	56271	19	8	2	182895.0	31131.0	21536.0	0.0914239138740544	0.07352209438080777	0.9824961800315071	0.03938306560885126
gdna_med_ss_0.50_nrna_high	52	8041	882	66579	13937	30370	4	1	1	69323.0	12075.0	16288.0	0.16673832483672174	0.09596565626058905	1.0109297048192465	0.09878621096341433
gdna_med_ss_0.99_nrna_high	34	7800	1032	36478	27927	33391	10	4	2	36989.0	28448.0	5674.0	0.07979074967304636	0.06039643970212014	1.009390104951978	0.11919861851857512
gdna_high_ss_0.50_nrna_high	34	7298	1782	34653	17424	33391	10	4	2	36672.0	17187.0	20659.0	0.2772350304624386	0.19195390204020707	1.010189434196024	0.1355019588183962
gdna_low_ss_0.99_nrna_high	34	7262	314	36711	29173	33391	10	4	2	36965.0	29233.0	2384.0	0.03476130763174011	0.02578561706449252	1.0089607947599073	0.10970119943200701
gdna_low_ss_0.50_nrna_high	15	7169	430	175476	32416	56271	19	8	2	182230.0	26092.0	23076.0	0.09972428456598588	0.05491827683138031	0.9341649171924722	0.03441307207112067
gdna_high_ss_0.99_nrna_low	24	7112	1532	110492	12044	28337	15	5	1	111509.0	12559.0	7709.0	0.05850034528028412	0.04322067595512945	1.0099544093200299	0.057323403294967275
gdna_zero_ss_0.50_nrna_high	4	7042	0	75814	7042	18721	15	5	1	82856.0	0.0	32802.0	0.283612028566982	0.03739055371804436	1.0133638259499067	0.0849908274596891
gdna_zero_ss_0.99_nrna_high	32	6990	0	36746	29485	33391	10	4	2	36816.0	29415.0	1491.0	0.022016479135288383	0.014890425473732252	1.0074905729751404	0.10553970195225801
gdna_med_ss_0.99_nrna_low	24	6659	870	110935	12981	28337	15	5	1	111552.0	13234.0	4089.0	0.03172841901066925	0.02247263202375363	1.0103023182823245	0.053363358069014155
gdna_high_ss_0.50_nrna_low	24	6602	1818	108814	8906	28337	15	5	1	110767.0	8771.0	12239.0	0.09287660213846119	0.05194428833557615	1.0122826263547546	0.055229299469624724
gdna_zero_ss_0.50_nrna_high	15	6537	0	170238	6537	56271	19	8	2	176775.0	0.0	53130.0	0.23109545246949828	0.04263918448211565	0.7753286875148809	0.03697921086126432
gdna_high_ss_0.99_nrna_high	44	6531	1166	93888	17854	19206	15	5	1	95942.0	16966.0	5716.0	0.04818586458052333	0.0333566841165315	0.9931687823863208	0.05784355404400043
gdna_med_ss_0.99_nrna_high	44	6506	673	94150	18670	19206	15	5	1	95422.0	18071.0	3144.0	0.02695542580827696	0.018054824105981755	0.9978895533382016	0.05732512137312434
gdna_med_ss_0.50_nrna_high	34	6454	960	34931	18399	33391	10	4	2	36652.0	17638.0	16821.0	0.23654568210262827	0.1524044064070832	1.0099407809347294	0.11888008841407258
gdna_med_ss_0.50_nrna_low	24	6416	1132	110369	10730	28337	15	5	1	111586.0	10645.0	6644.0	0.05155383123181377	0.031337963753504124	1.012204203567017	0.05249077566247515
gdna_low_ss_0.99_nrna_low	24	6334	322	111301	13927	28337	15	5	1	111299.0	14251.0	1239.0	0.0097721411163429	0.006408812304516595	0.9944533860256093	0.050450019912385506
gdna_low_ss_0.99_nrna_high	44	6227	207	94328	19408	19206	15	5	1	95272.0	18671.0	1234.0	0.010713944624360766	0.005911578359407883	0.8957362009531918	0.05465013208358565
gdna_low_ss_0.50_nrna_high	52	5890	152	65342	8180	30370	4	1	1	69513.0	4161.0	21710.0	0.2276063071374654	0.07604653285081925	1.0099747364683334	0.0799467926269783
gdna_zero_ss_0.99_nrna_low	23	5829	0	111422	14235	28337	15	5	1	111757.0	13900.0	359.0	0.002848844591163027	0.0010536271027564827	1.008956837542325	0.046388183706438955
gdna_low_ss_0.50_nrna_low	24	5759	364	111038	11921	28337	15	5	1	111662.0	11661.0	3466.0	0.027336756343215893	0.015645741352395662	1.0117923620359117	0.046698507172222535
gdna_low_ss_0.50_nrna_high	34	4953	177	34324	12913	33391	10	4	2	36748.0	10666.0	21168.0	0.3086524160858534	0.12209044815391462	1.0090720926364936	0.1044628168895263
gdna_high_ss_0.50_nrna_high	44	4824	1225	92259	12505	19206	15	5	1	96225.0	9764.0	12635.0	0.10651301591583491	0.0666063112813228	1.0177153967726362	0.04551415712951344
gdna_zero_ss_0.50_nrna_high	47	4637	0	62919	4637	30370	4	1	1	67556.0	0.0	27056.0	0.2859679533251596	0.07204734986104876	1.0082361346411313	0.06863935105690094
gdna_zero_ss_0.50_nrna_zero	29	4267	0	4267	0	2142	5	5	1	4267.0	0.0	0.0	0.0	0.0	1.1160415175297282	1.0
gdna_zero_ss_0.99_nrna_zero	29	4267	0	4267	0	2142	5	5	1	4267.0	0.0	0.0	0.0	0.0	1.1160415175297282	1.0
gdna_low_ss_0.99_nrna_zero	31	4263	25	4238	0	2142	5	5	1	4263.0	0.0	68.0	0.01570076194874163	0.01013972586903696	1.1637589712796843	1.0
gdna_low_ss_0.50_nrna_zero	31	4250	30	4220	0	2142	5	5	1	4250.0	0.0	81.0	0.018702378203648118	0.010108802631504278	1.1637589712796843	1.0
gdna_zero_ss_0.99_nrna_low	29	4250	0	4250	0	2142	5	5	1	4250.0	0.0	17.0	0.00398406374501992	0.006478596144302712	1.1187439657184421	1.0
gdna_low_ss_0.99_nrna_low	31	4243	15	4228	0	2142	5	5	1	4243.0	0.0	80.0	0.018505667360629193	0.01600177581523986	1.1560454812027443	1.0
gdna_med_ss_0.99_nrna_zero	31	4203	69	4134	0	2142	5	5	1	4203.0	0.0	312.0	0.0691029900332226	0.03875746986210444	1.1636719911296782	1.0
gdna_med_ss_0.99_nrna_low	31	4192	58	4134	0	2142	5	5	1	4192.0	0.0	295.0	0.06574548696233563	0.044227027005030985	1.1614640625644006	1.0
gdna_med_ss_0.50_nrna_high	44	4191	632	92524	12982	19206	15	5	1	96183.0	9955.0	10499.0	0.09001431792655847	0.05155393963328188	1.0172833721160779	0.03948632911869453
gdna_high_ss_0.50_nrna_low	15	4186	2163	177275	7818	56271	19	8	2	180091.0	7165.0	18144.0	0.08833495618305745	0.06732628267584335	1.0031294729322346	0.02235442389028923
gdna_low_ss_0.99_nrna_high	31	4158	24	4134	0	2142	5	5	1	4158.0	0.0	186.0	0.04281767955801105	0.03812431543149317	1.1414535454611534	1.0
gdna_low_ss_0.50_nrna_low	31	4147	22	4125	0	2142	5	5	1	4147.0	0.0	176.0	0.04071246819338423	0.025626425471421903	1.1560454812027443	1.0
gdna_med_ss_0.99_nrna_high	31	4135	49	4086	0	2142	5	5	1	4135.0	0.0	371.0	0.0823346648912561	0.06274406507175026	1.1549760384166121	1.0
gdna_med_ss_0.50_nrna_zero	31	4131	87	4044	0	2142	5	5	1	4131.0	0.0	384.0	0.0850498338870432	0.039089192809967414	1.1636719911296782	1.0
gdna_high_ss_0.99_nrna_low	31	4130	98	4032	0	2142	5	5	1	4130.0	0.0	625.0	0.13144058885383805	0.07958874206633444	1.1624957240598144	1.0
gdna_zero_ss_0.99_nrna_high	29	4117	0	4117	0	2142	5	5	1	4117.0	0.0	150.0	0.035153503632528706	0.03435424061460467	1.1168344060938213	1.0
gdna_med_ss_0.50_nrna_low	31	4113	90	4023	0	2142	5	5	1	4113.0	0.0	374.0	0.08335190550479162	0.053035615272121694	1.1614640625644006	1.0
gdna_high_ss_0.99_nrna_zero	31	4110	92	4018	0	2142	5	5	1	4110.0	0.0	663.0	0.13890634820867379	0.07299324237769396	1.163616517714307	1.0
gdna_high_ss_0.99_nrna_high	31	4088	101	3987	0	2142	5	5	1	4088.0	0.0	690.0	0.1444118878191712	0.0964423794851377	1.158846753273069	1.0
gdna_zero_ss_0.99_nrna_low	41	4087	0	94456	11824	19206	15	5	1	94505.0	11775.0	165.0	0.0015500962938606792	0.0005098191952308779	0.8397271951737054	0.03845502446368084
gdna_zero_ss_0.50_nrna_low	29	4068	0	4068	0	2142	5	5	1	4068.0	0.0	199.0	0.04663698148582142	0.020281478833594848	1.1187439657184421	1.0
gdna_high_ss_0.50_nrna_zero	31	4062	145	3917	0	2142	5	5	1	4062.0	0.0	711.0	0.14896291640477688	0.07359682628622648	1.163616517714307	1.0
gdna_high_ss_0.50_nrna_low	31	4023	149	3874	0	2142	5	5	1	4023.0	0.0	732.0	0.15394321766561514	0.08763123435627508	1.1624957240598144	1.0
gdna_high_ss_0.99_nrna_low	15	3940	1890	177875	11552	56271	19	8	2	180520.0	10797.0	14083.0	0.06856377799415773	0.055948121591023955	1.0052642356454764	0.020594092527062416
gdna_med_ss_0.50_nrna_high	31	3886	71	3815	0	2142	5	5	1	3886.0	0.0	620.0	0.13759431868619618	0.10890229570700824	1.1549760384166121	1.0
gdna_high_ss_0.50_nrna_high	31	3857	134	3723	0	2142	5	5	1	3857.0	0.0	921.0	0.1927584763499372	0.13800019681359435	1.158846753273069	1.0
gdna_low_ss_0.50_nrna_high	31	3851	34	3817	0	2142	5	5	1	3851.0	0.0	493.0	0.11348987108655617	0.08984275317453679	1.1414535454611534	1.0
gdna_low_ss_0.99_nrna_zero	20	3625	10	3615	0	1448	4	4	1	3625.0	0.0	31.0	0.008479212253829322	0.007357880168368282	1.2422476111367142	1.0
gdna_zero_ss_0.50_nrna_zero	19	3623	0	3623	0	1448	4	4	1	3623.0	0.0	0.0	0.0	0.0	1.171658581660763	1.0
gdna_zero_ss_0.99_nrna_zero	19	3623	0	3623	0	1448	4	4	1	3623.0	0.0	0.0	0.0	0.0	1.171658581660763	1.0
gdna_low_ss_0.50_nrna_zero	20	3619	16	3603	0	1448	4	4	1	3619.0	0.0	37.0	0.01012035010940919	0.007335440757370177	1.2422476111367142	1.0
gdna_low_ss_0.99_nrna_low	20	3617	16	3601	0	1448	4	4	1	3617.0	0.0	51.0	0.013904034896401308	0.011619093877138382	1.230836868435937	1.0
gdna_zero_ss_0.99_nrna_low	19	3613	0	3613	0	1448	4	4	1	3613.0	0.0	10.0	0.002760143527463428	0.004824854260742778	1.175665657700324	1.0
gdna_med_ss_0.99_nrna_zero	20	3605	50	3555	0	1448	4	4	1	3605.0	0.0	194.0	0.051066070018425905	0.028217472633867473	1.2421174817433112	1.0
gdna_low_ss_0.50_nrna_high	44	3601	124	91928	9433	19206	15	5	1	95447.0	6038.0	13692.0	0.11887790096981168	0.04033287606258816	1.0157740691417982	0.035483076316697046
gdna_med_ss_0.50_nrna_low	15	3598	1453	178040	10021	56271	19	8	2	180583.0	8931.0	10157.0	0.05086867897691703	0.04093050303303624	1.0028157592726612	0.018985404772206803
gdna_med_ss_0.99_nrna_low	20	3584	44	3540	0	1448	4	4	1	3584.0	0.0	210.0	0.055350553505535055	0.03209543795691781	1.238851310598423	1.0
gdna_med_ss_0.50_nrna_zero	20	3583	76	3507	0	1448	4	4	1	3583.0	0.0	216.0	0.056857067649381414	0.028458984353715355	1.2421174817433112	1.0
gdna_low_ss_0.99_nrna_high	20	3555	11	3544	0	1448	4	4	1	3555.0	0.0	112.0	0.03054267793836924	0.028119325319996207	1.209250682247766	1.0
gdna_low_ss_0.50_nrna_low	20	3553	20	3533	0	1448	4	4	1	3553.0	0.0	115.0	0.03135223555070883	0.018607674968447126	1.230836868435937	1.0
gdna_med_ss_0.99_nrna_high	20	3546	40	3506	0	1448	4	4	1	3546.0	0.0	236.0	0.06240084611316764	0.046092874533196514	1.229253627765964	1.0
gdna_med_ss_0.50_nrna_low	20	3544	61	3483	0	1448	4	4	1	3544.0	0.0	250.0	0.06589351607801792	0.03848780745040162	1.238851310598423	1.0
gdna_high_ss_0.99_nrna_low	20	3534	62	3472	0	1448	4	4	1	3534.0	0.0	431.0	0.10870113493064312	0.05852197449789186	1.2403772008891878	1.0
gdna_high_ss_0.99_nrna_zero	20	3534	78	3456	0	1448	4	4	1	3534.0	0.0	480.0	0.11958146487294469	0.05317277987667004	1.2420351763407325	1.0
gdna_zero_ss_0.99_nrna_high	19	3532	0	3532	0	1448	4	4	1	3532.0	0.0	91.0	0.025117306099917195	0.025617362880259068	1.1728331782219574	1.0
gdna_high_ss_0.99_nrna_high	21	3525	1439	77889	7057	32111	7	3	2	78827.0	7558.0	9150.0	0.09577641701994033	0.08324846720157104	1.0080085603584803	0.04080569543323494
gdna_zero_ss_0.50_nrna_low	19	3521	0	3521	0	1448	4	4	1	3521.0	0.0	102.0	0.028153463980126966	0.015104380236833958	1.175665657700324	1.0
gdna_high_ss_0.99_nrna_high	20	3511	63	3448	0	1448	4	4	1	3511.0	0.0	465.0	0.11695171026156942	0.07125490755863918	1.2349793260825437	1.0
gdna_high_ss_0.50_nrna_zero	20	3510	124	3386	0	1448	4	4	1	3510.0	0.0	504.0	0.12556053811659193	0.05361246762391975	1.2420351763407325	1.0
gdna_zero_ss_0.99_nrna_high	26	3492	0	72760	10142	31751	13	4	1	72322.0	10580.0	666.0	0.007969557725445147	0.004824011032065673	0.722577212461481	0.04212202359412318
gdna_med_ss_0.99_nrna_high	27	3484	792	72488	8599	31751	13	4	1	73042.0	8837.0	4844.0	0.05585600129146824	0.04160436711347466	0.9929481099288542	0.04255059294813078
gdna_high_ss_0.50_nrna_low	20	3459	110	3349	0	1448	4	4	1	3459.0	0.0	506.0	0.12761664564943254	0.0644356567156497	1.2403772008891878	1.0
gdna_zero_ss_0.50_nrna_high	29	3457	0	3457	0	2142	5	5	1	3457.0	0.0	810.0	0.18982891961565504	0.09977572339339948	1.1168344060938213	1.0
gdna_high_ss_0.99_nrna_high	27	3435	1249	72152	7507	31751	13	4	1	73300.0	7608.0	9025.0	0.10035248462744488	0.07655980900280672	1.0007369236984378	0.04245562861521728
gdna_high_ss_0.50_nrna_high	21	3430	1353	75098	3422	32111	7	3	2	77216.0	2657.0	15662.0	0.16393991730779295	0.14665311381256613	0.993282735941126	0.042943172286004035
gdna_zero_ss_0.50_nrna_high	32	3413	0	32449	3413	33391	10	4	2	35862.0	0.0	31860.0	0.4704527332329228	0.11653017635331149	1.0074905729751404	0.09517037532764486
gdna_med_ss_0.50_nrna_high	20	3391	61	3330	0	1448	4	4	1	3391.0	0.0	391.0	0.10338445267054469	0.08000150845598011	1.229253627765964	1.0
gdna_zero_ss_0.50_nrna_high	41	3355	0	89958	3355	19206	15	5	1	93313.0	0.0	21379.0	0.18640358525442052	0.03755882079252376	1.0130262411894178	0.03595426146410468
gdna_high_ss_0.50_nrna_high	20	3350	109	3241	0	1448	4	4	1	3350.0	0.0	626.0	0.1574446680080483	0.10195923534364916	1.2349793260825437	1.0
gdna_low_ss_0.50_nrna_high	20	3341	13	3328	0	1448	4	4	1	3341.0	0.0	326.0	0.0889010089991819	0.06626525815784269	1.209250682247766	1.0
gdna_med_ss_0.99_nrna_low	15	3338	1171	178239	13018	56271	19	8	2	180707.0	11721.0	7243.0	0.03627467183516885	0.029116403419360132	1.0028830892446188	0.017346747874529694
gdna_high_ss_0.50_nrna_low	44	3313	1263	93505	7790	19206	15	5	1	95946.0	6612.0	7775.0	0.07046849084136206	0.042323504940298774	1.0181223229573295	0.032303672068488075
gdna_low_ss_0.99_nrna_high	27	3264	298	72681	9621	31751	13	4	1	72779.0	9821.0	1828.0	0.021651584782299713	0.014579021331236354	0.9533768546058621	0.039515738498789345
gdna_high_ss_0.99_nrna_low	44	3115	1036	93994	10009	19206	15	5	1	96357.0	8682.0	5294.0	0.04798201807256215	0.03481705070636788	1.0167090121504845	0.02965565171031712
gdna_med_ss_0.99_nrna_low	21	3115	932	78895	3818	32111	7	3	2	79973.0	3672.0	5564.0	0.0623703886379177	0.0419232384800513	1.0099804498678733	0.037240719708290994
gdna_zero_ss_0.50_nrna_high	19	3066	0	3066	0	1448	4	4	1	3066.0	0.0	557.0	0.15373999447971295	0.07440103076306877	1.1728331782219574	1.0
gdna_high_ss_0.99_nrna_high	43	3050	552	14419	4529	10807	9	4	2	14887.0	4613.0	3427.0	0.14947441880751952	0.10904548611018902	1.0314838314883767	0.1564102564102564
gdna_zero_ss_0.50_nrna_low	23	3042	0	107762	3042	28337	15	5	1	110804.0	0.0	15212.0	0.12071482986287456	0.010732811985686843	1.008956837542325	0.02745388253131656
gdna_med_ss_0.99_nrna_high	21	3042	819	78935	7804	32111	7	3	2	79567.0	7991.0	4610.0	0.05001735960420103	0.04812560754435069	1.006837986047493	0.034742684848900154
gdna_med_ss_0.99_nrna_high	43	2971	323	14674	4815	10807	9	4	2	15053.0	4759.0	1997.0	0.09156770140767573	0.06641946509233614	1.030716336510417	0.14995962043206137
gdna_high_ss_0.99_nrna_high	26	2863	1295	9066	5147	55480	11	4	2	9827.0	5681.0	15799.0	0.5046475229181973	0.37856022164791786	0.9952333469867347	0.18461439257157597
gdna_med_ss_0.50_nrna_high	21	2852	697	75914	3825	32111	7	3	2	77665.0	2771.0	11732.0	0.12728929780401008	0.11332646062681957	0.9721789188645985	0.03545676065443334
gdna_high_ss_0.50_nrna_high	43	2846	560	13421	3050	10807	9	4	2	14540.0	2491.0	5896.0	0.25716404239542895	0.17759116032448166	1.0314838314883767	0.16710704010334096
gdna_med_ss_0.50_nrna_low	44	2843	767	94011	9077	19206	15	5	1	96295.0	7560.0	4523.0	0.041733562162062414	0.02555216771166242	1.018006841984069	0.027374705117712193
gdna_low_ss_0.99_nrna_low	21	2827	381	79586	5006	32111	7	3	2	80014.0	4959.0	1781.0	0.020529312769440027	0.01276733619774365	1.0063780494166894	0.033269391453755896
gdna_low_ss_0.99_nrna_high	43	2789	122	14900	5058	10807	9	4	2	15094.0	4986.0	962.0	0.0457180876342553	0.034341241482464986	1.0280350556987166	0.13889442231075697
gdna_high_ss_0.50_nrna_low	21	2775	1195	76432	1976	32111	7	3	2	79089.0	514.0	12715.0	0.13773045343270002	0.09371520797729105	1.010838992921955	0.034860495207467056
gdna_med_ss_0.99_nrna_low	44	2739	641	94196	10864	19206	15	5	1	96431.0	9270.0	2677.0	0.02470058498957353	0.017879983392905596	1.0129462819611528	0.025912716057558585
gdna_high_ss_0.99_nrna_high	32	2691	816	22695	3588	24025	9	3	1	23372.0	3727.0	7082.0	0.20719112957491004	0.1534023877896371	1.0069529698828217	0.0993025572899369
gdna_med_ss_0.50_nrna_low	21	2652	878	77654	2945	32111	7	3	2	79890.0	1587.0	7732.0	0.08667286932932776	0.05695054237323417	1.0107697313011783	0.03254906292573364
gdna_zero_ss_0.99_nrna_high	40	2645	0	14828	4961	10807	9	4	2	15027.0	4762.0	950.0	0.04580741597955543	0.025923530318485256	1.0231535153607159	0.1336601142048613
gdna_med_ss_0.50_nrna_high	43	2626	293	13620	3245	10807	9	4	2	14671.0	2487.0	4651.0	0.21326058049429134	0.1401146803331839	1.030716336510417	0.1530481408089521
gdna_med_ss_0.99_nrna_high	26	2587	935	9378	6628	55480	11	4	2	9834.0	7107.0	8780.0	0.3413553127794409	0.24557783517551185	0.9929008330213109	0.1527064518033174
gdna_med_ss_0.99_nrna_high	32	2522	553	22997	4159	24025	9	3	1	23410.0	4299.0	4165.0	0.13067076614168288	0.09072478081395517	1.0134292186120444	0.09101735898083656
gdna_high_ss_0.99_nrna_low	21	2490	1149	77861	2688	32111	7	3	2	79899.0	1799.0	10620.0	0.1150371541844494	0.07925672716602691	1.0104128205344514	0.03047810227912556
gdna_low_ss_0.50_nrna_low	15	2487	446	178479	11870	56271	19	8	2	180624.0	10171.0	4595.0	0.02351706842724807	0.01986512848661729	0.9669034740433109	0.01303493278125737
gdna_zero_ss_0.99_nrna_low	20	2477	0	79671	5006	32111	7	3	2	80032.0	4645.0	1205.0	0.014030879578957173	0.002631680105585968	1.0079017207039964	0.02925233534489885
gdna_low_ss_0.99_nrna_high	21	2474	236	79456	8416	32111	7	3	2	79689.0	8419.0	1777.0	0.019769705735105968	0.021204053556535464	1.0020319409924867	0.028079175557270623
gdna_low_ss_0.99_nrna_low	15	2470	402	178585	14394	56271	19	8	2	180706.0	12675.0	2009.0	0.010282000102359384	0.008159583402405374	0.9819434683462951	0.01277271293456958
gdna_low_ss_0.99_nrna_high	32	2416	184	23243	4819	24025	9	3	1	23302.0	4944.0	1675.0	0.055980749306507135	0.036584736815403425	0.9310403369210922	0.08553423493592013
gdna_low_ss_0.50_nrna_low	44	2310	249	94302	10055	19206	15	5	1	96375.0	8231.0	2331.0	0.021797880995352403	0.01281435094967925	1.0174003580281346	0.02208286331567979
gdna_low_ss_0.99_nrna_low	44	2287	208	94397	11459	19206	15	5	1	96452.0	9612.0	873.0	0.008163685160421557	0.005005441455308936	1.0150711639050534	0.021562452858651382
gdna_zero_ss_0.99_nrna_high	20	2285	0	79591	8556	32111	7	3	2	79750.0	8397.0	930.0	0.010440405491877814	0.013073546487748413	0.9890190900394917	0.02592260655495933
gdna_high_ss_0.99_nrna_high	6	2256	644	11820	2805	18499	14	7	1	12485.0	2784.0	5502.0	0.2648885465312214	0.1938894780731686	1.0141933033969146	0.14775034383391183
gdna_zero_ss_0.50_nrna_zero	7	2252	0	2252	0	1284	2	2	1	2252.0	0.0	0.0	0.0	0.0	1.19358394910093	1.0
gdna_zero_ss_0.99_nrna_zero	7	2252	0	2252	0	1284	2	2	1	2252.0	0.0	0.0	0.0	0.0	1.19358394910093	1.0
gdna_low_ss_0.99_nrna_low	7	2252	13	2239	0	1284	2	2	1	2252.0	0.0	49.0	0.021295089091699262	0.01579450519420234	1.2603211404317418	1.0
gdna_low_ss_0.50_nrna_zero	7	2247	16	2231	0	1284	2	2	1	2247.0	0.0	59.0	0.025585429314830876	0.009891525865715383	1.2731894146215197	1.0
gdna_zero_ss_0.99_nrna_low	7	2245	0	2245	0	1284	2	2	1	2245.0	0.0	7.0	0.003108348134991119	0.006695668324239793	1.1981053357293254	1.0
gdna_low_ss_0.99_nrna_zero	7	2243	11	2232	0	1284	2	2	1	2243.0	0.0	63.0	0.027320034692107545	0.009921784444802968	1.2731894146215197	1.0
gdna_low_ss_0.99_nrna_high	26	2238	352	9637	8278	55480	11	4	2	9947.0	8320.0	3240.0	0.15064862602873483	0.10691417556909813	0.9709932252874197	0.12251601248152406
gdna_med_ss_0.99_nrna_zero	7	2234	37	2197	0	1284	2	2	1	2234.0	0.0	176.0	0.07302904564315353	0.03783328413661125	1.2730422749268537	1.0
gdna_med_ss_0.99_nrna_low	7	2228	34	2194	0	1284	2	2	1	2228.0	0.0	170.0	0.07089241034195162	0.04322375075530911	1.269358923232051	1.0
